key,dative,sentence
nasinali,do,daddy [verb] a cat in that house a dog .
nasinali,pp,daddy [verb] a dog to a cat in that house .
nasinali,do,john [verb] a cute cat a bear .
nasinali,pp,john [verb] a bear to a cute cat .
nasinali,do,lucy [verb] some bears in the forest a cat .
nasinali,pp,lucy [verb] a cat to some bears in the forest .
nasinali,do,john [verb] a small dog a bear .
nasinali,pp,john [verb] a bear to a small dog .
nasinali,do,she [verb] a cat in that house a bear .
nasinali,pp,she [verb] a bear to a cat in that house .
nasinali,do,lucy [verb] a small dog a bear .
nasinali,pp,lucy [verb] a bear to a small dog .
nasinali,do,lucy [verb] a cat in that house a dog .
nasinali,pp,lucy [verb] a dog to a cat in that house .
nasinali,do,john [verb] a cute cat a dog .
nasinali,pp,john [verb] a dog to a cute cat .
nasinali,do,she [verb] a small dog a bear .
nasinali,pp,she [verb] a bear to a small dog .
nasinali,do,mommy [verb] a big bear a dog .
nasinali,pp,mommy [verb] a dog to a big bear .
nasinasd,do,lucy [verb] the cat a dog .
nasinasd,pp,lucy [verb] a dog to the cat .
nasinasd,do,he [verb] mommy a bear .
nasinasd,pp,he [verb] a bear to mommy .
nasinasd,do,she [verb] grandpa a cat .
nasinasd,pp,she [verb] a cat to grandpa .
nasinasd,do,john [verb] mommy a bear .
nasinasd,pp,john [verb] a bear to mommy .
nasinasd,do,lucy [verb] mommy a cat .
nasinasd,pp,lucy [verb] a cat to mommy .
nasinasd,do,she [verb] daddy a dog .
nasinasd,pp,she [verb] a dog to daddy .
nasinasd,do,john [verb] grandpa a cat .
nasinasd,pp,john [verb] a cat to grandpa .
nasinasd,do,lucy [verb] mommy a bear .
nasinasd,pp,lucy [verb] a bear to mommy .
nasinasd,do,he [verb] the cat a bear .
nasinasd,pp,he [verb] a bear to the cat .
nasinasd,do,he [verb] daddy a cat .
nasinasd,pp,he [verb] a cat to daddy .
nasinasi,do,john [verb] a dog a cat .
nasinasi,pp,john [verb] a cat to a dog .
nasinasi,do,daddy [verb] a cat a bear .
nasinasi,pp,daddy [verb] a bear to a cat .
nasinasi,do,mommy [verb] a bear a dog .
nasinasi,pp,mommy [verb] a dog to a bear .
nasinasi,do,lucy [verb] a dog a cat .
nasinasi,pp,lucy [verb] a cat to a dog .
nasinasi,do,john [verb] a cat a bear .
nasinasi,pp,john [verb] a bear to a cat .
nasinasi,do,lucy [verb] a bear a dog .
nasinasi,pp,lucy [verb] a dog to a bear .
nasinasi,do,she [verb] a bear a dog .
nasinasi,pp,she [verb] a dog to a bear .
nasinasi,do,john [verb] a dog a bear .
nasinasi,pp,john [verb] a bear to a dog .
nasinasi,do,lucy [verb] a dog a bear .
nasinasi,pp,lucy [verb] a bear to a dog .
nasinasi,do,john [verb] a bear a cat .
nasinasi,pp,john [verb] a cat to a bear .
nildpasd,do,daddy [verb] us the red ball .
nildpasd,pp,daddy [verb] the red ball to us .
nildpasd,do,she [verb] them the balls in the room .
nildpasd,pp,she [verb] the balls in the room to them .
nildpasd,do,lucy [verb] me the toys in the room .
nildpasd,pp,lucy [verb] the toys in the room to me .
nildpasd,do,daddy [verb] us the food on the table .
nildpasd,pp,daddy [verb] the food on the table to us .
nildpasd,do,she [verb] me the cup on the table .
nildpasd,pp,she [verb] the cup on the table to me .
nildpasd,do,john [verb] us the red ball .
nildpasd,pp,john [verb] the red ball to us .
nildpasd,do,john [verb] him the red ball .
nildpasd,pp,john [verb] the red ball to him .
nildpasd,do,she [verb] him the toys in the room .
nildpasd,pp,she [verb] the toys in the room to him .
nildpasd,do,john [verb] us the cup on the table .
nildpasd,pp,john [verb] the cup on the table to us .
nildpasd,do,he [verb] them the red ball .
nildpasd,pp,he [verb] the red ball to them .
nildpasi,do,daddy [verb] someone the red ball .
nildpasi,pp,daddy [verb] the red ball to someone .
nildpasi,do,lucy [verb] someone the balls in the room .
nildpasi,pp,lucy [verb] the balls in the room to someone .
nildpasi,do,john [verb] someone the cup on the table .
nildpasi,pp,john [verb] the cup on the table to someone .
nildpasi,do,mommy [verb] someone the food on the table .
nildpasi,pp,mommy [verb] the food on the table to someone .
nildpasi,do,john [verb] someone the toys in the room .
nildpasi,pp,john [verb] the toys in the room to someone .
nildpasi,do,she [verb] someone the red ball .
nildpasi,pp,she [verb] the red ball to someone .
nildpasi,do,daddy [verb] someone the cup on the table .
nildpasi,pp,daddy [verb] the cup on the table to someone .
nildpasi,do,lucy [verb] someone the balls in the room .
nildpasi,pp,lucy [verb] the balls in the room to someone .
nildpasi,do,she [verb] someone the toys in the room .
nildpasi,pp,she [verb] the toys in the room to someone .
nildpasi,do,john [verb] someone the toys in the room .
nildpasi,pp,john [verb] the toys in the room to someone .
nildpisd,do,john [verb] it the toys in the room .
nildpisd,pp,john [verb] the toys in the room to it .
nildpisd,do,mommy [verb] it the red ball .
nildpisd,pp,mommy [verb] the red ball to it .
nildpisd,do,she [verb] it the balls in the room .
nildpisd,pp,she [verb] the balls in the room to it .
nildpisd,do,lucy [verb] it the cup on the table .
nildpisd,pp,lucy [verb] the cup on the table to it .
nildpisd,do,he [verb] it the food on the table .
nildpisd,pp,he [verb] the food on the table to it .
nildpisd,do,she [verb] it the cup on the table .
nildpisd,pp,she [verb] the cup on the table to it .
nildpisd,do,lucy [verb] it the balls in the room .
nildpisd,pp,lucy [verb] the balls in the room to it .
nildpisd,do,john [verb] it the red ball .
nildpisd,pp,john [verb] the red ball to it .
nildpisd,do,she [verb] it the cup on the table .
nildpisd,pp,she [verb] the cup on the table to it .
nildpisd,do,he [verb] it the red ball .
nildpisd,pp,he [verb] the red ball to it .
nildpisi,do,she [verb] something the balls in the room .
nildpisi,pp,she [verb] the balls in the room to something .
nildpisi,do,daddy [verb] something the toys in the room .
nildpisi,pp,daddy [verb] the toys in the room to something .
nildpisi,do,she [verb] something the cup on the table .
nildpisi,pp,she [verb] the cup on the table to something .
nildpisi,do,lucy [verb] something the food on the table .
nildpisi,pp,lucy [verb] the food on the table to something .
nildpisi,do,mommy [verb] something the red ball .
nildpisi,pp,mommy [verb] the red ball to something .
nildpisi,do,john [verb] something the toys in the room .
nildpisi,pp,john [verb] the toys in the room to something .
nildpisi,do,daddy [verb] something the food on the table .
nildpisi,pp,daddy [verb] the food on the table to something .
nildpisi,do,he [verb] something the food on the table .
nildpisi,pp,he [verb] the food on the table to something .
nildpisi,do,lucy [verb] something the food on the table .
nildpisi,pp,lucy [verb] the food on the table to something .
nildpisi,do,daddy [verb] something the red ball .
nildpisi,pp,daddy [verb] the red ball to something .
nildnald,do,mommy [verb] the dog outside the house the toys in the room .
nildnald,pp,mommy [verb] the toys in the room to the dog outside the house .
nildnald,do,she [verb] the cat over there the food on the table .
nildnald,pp,she [verb] the food on the table to the cat over there .
nildnald,do,she [verb] the cute cat the red ball .
nildnald,pp,she [verb] the red ball to the cute cat .
nildnald,do,daddy [verb] the cat in that house the balls in the room .
nildnald,pp,daddy [verb] the balls in the room to the cat in that house .
nildnald,do,mommy [verb] the cat over there the cup on the table .
nildnald,pp,mommy [verb] the cup on the table to the cat over there .
nildnald,do,he [verb] the cute cat the food on the table .
nildnald,pp,he [verb] the food on the table to the cute cat .
nildnald,do,he [verb] the cute cat the red ball .
nildnald,pp,he [verb] the red ball to the cute cat .
nildnald,do,daddy [verb] the dog outside the house the red ball .
nildnald,pp,daddy [verb] the red ball to the dog outside the house .
nildnald,do,she [verb] the dog outside the house the food on the table .
nildnald,pp,she [verb] the food on the table to the dog outside the house .
nildnald,do,she [verb] the big bear the food on the table .
nildnald,pp,she [verb] the food on the table to the big bear .
nildnali,do,lucy [verb] a bear outside the house the cup on the table .
nildnali,pp,lucy [verb] the cup on the table to a bear outside the house .
nildnali,do,john [verb] a small dog the red ball .
nildnali,pp,john [verb] the red ball to a small dog .
nildnali,do,he [verb] some dogs outside the house the balls in the room .
nildnali,pp,he [verb] the balls in the room to some dogs outside the house .
nildnali,do,mommy [verb] a small dog the toys in the room .
nildnali,pp,mommy [verb] the toys in the room to a small dog .
nildnali,do,mommy [verb] a cat in that house the food on the table .
nildnali,pp,mommy [verb] the food on the table to a cat in that house .
nildnali,do,he [verb] some bears in the forest the red ball .
nildnali,pp,he [verb] the red ball to some bears in the forest .
nildnali,do,he [verb] a cute cat the cup on the table .
nildnali,pp,he [verb] the cup on the table to a cute cat .
nildnali,do,mommy [verb] some dogs outside the house the food on the table .
nildnali,pp,mommy [verb] the food on the table to some dogs outside the house .
nildnali,do,mommy [verb] some dogs outside the house the food on the table .
nildnali,pp,mommy [verb] the food on the table to some dogs outside the house .
nildnali,do,she [verb] some bears in the forest the cup on the table .
nildnali,pp,she [verb] the cup on the table to some bears in the forest .
nildnasd,do,mommy [verb] the cat the cup on the table .
nildnasd,pp,mommy [verb] the cup on the table to the cat .
nildnasd,do,mommy [verb] the cat the balls in the room .
nildnasd,pp,mommy [verb] the balls in the room to the cat .
nildnasd,do,john [verb] the cat the red ball .
nildnasd,pp,john [verb] the red ball to the cat .
nildnasd,do,he [verb] the dog the toys in the room .
nildnasd,pp,he [verb] the toys in the room to the dog .
nildnasd,do,mommy [verb] grandma the food on the table .
nildnasd,pp,mommy [verb] the food on the table to grandma .
nildnasd,do,john [verb] the dog the cup on the table .
nildnasd,pp,john [verb] the cup on the table to the dog .
nildnasd,do,daddy [verb] grandpa the red ball .
nildnasd,pp,daddy [verb] the red ball to grandpa .
nildnasd,do,he [verb] grandma the red ball .
nildnasd,pp,he [verb] the red ball to grandma .
nildnasd,do,mommy [verb] the cat the toys in the room .
nildnasd,pp,mommy [verb] the toys in the room to the cat .
nildnasd,do,john [verb] grandma the balls in the room .
nildnasd,pp,john [verb] the balls in the room to grandma .
nildnasi,do,he [verb] a bear the food on the table .
nildnasi,pp,he [verb] the food on the table to a bear .
nildnasi,do,lucy [verb] a bear the toys in the room .
nildnasi,pp,lucy [verb] the toys in the room to a bear .
nildnasi,do,john [verb] a cat the balls in the room .
nildnasi,pp,john [verb] the balls in the room to a cat .
nildnasi,do,john [verb] a dog the cup on the table .
nildnasi,pp,john [verb] the cup on the table to a dog .
nildnasi,do,daddy [verb] a cat the red ball .
nildnasi,pp,daddy [verb] the red ball to a cat .
nildnasi,do,john [verb] a dog the balls in the room .
nildnasi,pp,john [verb] the balls in the room to a dog .
nildnasi,do,daddy [verb] a cat the toys in the room .
nildnasi,pp,daddy [verb] the toys in the room to a cat .
nildnasi,do,daddy [verb] a bear the red ball .
nildnasi,pp,daddy [verb] the red ball to a bear .
nildnasi,do,john [verb] a cat the cup on the table .
nildnasi,pp,john [verb] the cup on the table to a cat .
nildnasi,do,he [verb] a dog the cup on the table .
nildnasi,pp,he [verb] the cup on the table to a dog .
nilipasd,do,daddy [verb] her a toy in the room .
nilipasd,pp,daddy [verb] a toy in the room to her .
nilipasd,do,he [verb] me the pencils in the box .
nilipasd,pp,he [verb] the pencils in the box to me .
nilipasd,do,mommy [verb] him a cup on the table .
nilipasd,pp,mommy [verb] a cup on the table to him .
nilipasd,do,daddy [verb] us a ball in that room .
nilipasd,pp,daddy [verb] a ball in that room to us .
nilipasd,do,lucy [verb] them a red ball .
nilipasd,pp,lucy [verb] a red ball to them .
nilipasd,do,john [verb] her a nice book .
nilipasd,pp,john [verb] a nice book to her .
nilipasd,do,daddy [verb] them the pencils in the box .
nilipasd,pp,daddy [verb] the pencils in the box to them .
nilipasd,do,lucy [verb] her a cup on the table .
nilipasd,pp,lucy [verb] a cup on the table to her .
nilipasd,do,john [verb] us a ball in that room .
nilipasd,pp,john [verb] a ball in that room to us .
nilipasd,do,john [verb] her a nice book .
nilipasd,pp,john [verb] a nice book to her .
nilipasi,do,he [verb] someone a nice book .
nilipasi,pp,he [verb] a nice book to someone .
nilipasi,do,daddy [verb] someone a cup on the table .
nilipasi,pp,daddy [verb] a cup on the table to someone .
nilipasi,do,daddy [verb] someone a toy in the room .
nilipasi,pp,daddy [verb] a toy in the room to someone .
nilipasi,do,daddy [verb] someone a red ball .
nilipasi,pp,daddy [verb] a red ball to someone .
nilipasi,do,daddy [verb] someone a ball in that room .
nilipasi,pp,daddy [verb] a ball in that room to someone .
nilipasi,do,she [verb] someone the pencils in the box .
nilipasi,pp,she [verb] the pencils in the box to someone .
nilipasi,do,he [verb] someone the pencils in the box .
nilipasi,pp,he [verb] the pencils in the box to someone .
nilipasi,do,she [verb] someone a cup on the table .
nilipasi,pp,she [verb] a cup on the table to someone .
nilipasi,do,he [verb] someone the pencils in the box .
nilipasi,pp,he [verb] the pencils in the box to someone .
nilipasi,do,he [verb] someone the pencils in the box .
nilipasi,pp,he [verb] the pencils in the box to someone .
nilipisd,do,john [verb] it a cup on the table .
nilipisd,pp,john [verb] a cup on the table to it .
nilipisd,do,lucy [verb] it a ball in that room .
nilipisd,pp,lucy [verb] a ball in that room to it .
nilipisd,do,daddy [verb] it the pencils in the box .
nilipisd,pp,daddy [verb] the pencils in the box to it .
nilipisd,do,john [verb] it a toy in the room .
nilipisd,pp,john [verb] a toy in the room to it .
nilipisd,do,mommy [verb] it a red ball .
nilipisd,pp,mommy [verb] a red ball to it .
nilipisd,do,daddy [verb] it a nice book .
nilipisd,pp,daddy [verb] a nice book to it .
nilipisd,do,mommy [verb] it a nice book .
nilipisd,pp,mommy [verb] a nice book to it .
nilipisd,do,daddy [verb] it a cup on the table .
nilipisd,pp,daddy [verb] a cup on the table to it .
nilipisd,do,he [verb] it the pencils in the box .
nilipisd,pp,he [verb] the pencils in the box to it .
nilipisd,do,john [verb] it a cup on the table .
nilipisd,pp,john [verb] a cup on the table to it .
nilipisi,do,mommy [verb] something a ball in that room .
nilipisi,pp,mommy [verb] a ball in that room to something .
nilipisi,do,mommy [verb] something a toy in the room .
nilipisi,pp,mommy [verb] a toy in the room to something .
nilipisi,do,lucy [verb] something a cup on the table .
nilipisi,pp,lucy [verb] a cup on the table to something .
nilipisi,do,he [verb] something a red ball .
nilipisi,pp,he [verb] a red ball to something .
nilipisi,do,she [verb] something the pencils in the box .
nilipisi,pp,she [verb] the pencils in the box to something .
nilipisi,do,john [verb] something a nice book .
nilipisi,pp,john [verb] a nice book to something .
nilipisi,do,john [verb] something a ball in that room .
nilipisi,pp,john [verb] a ball in that room to something .
nilipisi,do,he [verb] something a ball in that room .
nilipisi,pp,he [verb] a ball in that room to something .
nilipisi,do,john [verb] something a cup on the table .
nilipisi,pp,john [verb] a cup on the table to something .
nilipisi,do,he [verb] something a cup on the table .
nilipisi,pp,he [verb] a cup on the table to something .
nilinald,do,lucy [verb] the dog outside the house the pencils in the box .
nilinald,pp,lucy [verb] the pencils in the box to the dog outside the house .
nilinald,do,john [verb] the cat in that house a cup on the table .
nilinald,pp,john [verb] a cup on the table to the cat in that house .
nilinald,do,daddy [verb] the cat over there a ball in that room .
nilinald,pp,daddy [verb] a ball in that room to the cat over there .
nilinald,do,mommy [verb] the dog over there a red ball .
nilinald,pp,mommy [verb] a red ball to the dog over there .
nilinald,do,john [verb] the big bear a nice book .
nilinald,pp,john [verb] a nice book to the big bear .
nilinald,do,john [verb] the cute cat a toy in the room .
nilinald,pp,john [verb] a toy in the room to the cute cat .
nilinald,do,john [verb] the dog over there a toy in the room .
nilinald,pp,john [verb] a toy in the room to the dog over there .
nilinald,do,she [verb] the cat over there a red ball .
nilinald,pp,she [verb] a red ball to the cat over there .
nilinald,do,he [verb] the dog outside the house a ball in that room .
nilinald,pp,he [verb] a ball in that room to the dog outside the house .
nilinald,do,he [verb] the dog outside the house a ball in that room .
nilinald,pp,he [verb] a ball in that room to the dog outside the house .
nilinali,do,she [verb] a big bear a cup on the table .
nilinali,pp,she [verb] a cup on the table to a big bear .
nilinali,do,john [verb] a cute cat a toy in the room .
nilinali,pp,john [verb] a toy in the room to a cute cat .
nilinali,do,she [verb] some bears in the forest a ball in that room .
nilinali,pp,she [verb] a ball in that room to some bears in the forest .
nilinali,do,he [verb] a cute cat a nice book .
nilinali,pp,he [verb] a nice book to a cute cat .
nilinali,do,daddy [verb] some bears in the forest the pencils in the box .
nilinali,pp,daddy [verb] the pencils in the box to some bears in the forest .
nilinali,do,daddy [verb] a big bear a red ball .
nilinali,pp,daddy [verb] a red ball to a big bear .
nilinali,do,john [verb] a bear outside the house a cup on the table .
nilinali,pp,john [verb] a cup on the table to a bear outside the house .
nilinali,do,john [verb] a small dog a toy in the room .
nilinali,pp,john [verb] a toy in the room to a small dog .
nilinali,do,he [verb] a cat in that house a toy in the room .
nilinali,pp,he [verb] a toy in the room to a cat in that house .
nilinali,do,she [verb] a cat in that house a ball in that room .
nilinali,pp,she [verb] a ball in that room to a cat in that house .
nilinasd,do,john [verb] the cat the pencils in the box .
nilinasd,pp,john [verb] the pencils in the box to the cat .
nilinasd,do,she [verb] mommy a toy in the room .
nilinasd,pp,she [verb] a toy in the room to mommy .
nilinasd,do,he [verb] mommy a ball in that room .
nilinasd,pp,he [verb] a ball in that room to mommy .
nilinasd,do,she [verb] the cat a red ball .
nilinasd,pp,she [verb] a red ball to the cat .
nilinasd,do,lucy [verb] grandpa a nice book .
nilinasd,pp,lucy [verb] a nice book to grandpa .
nilinasd,do,lucy [verb] grandpa a cup on the table .
nilinasd,pp,lucy [verb] a cup on the table to grandpa .
nilinasd,do,lucy [verb] daddy a red ball .
nilinasd,pp,lucy [verb] a red ball to daddy .
nilinasd,do,she [verb] mommy a cup on the table .
nilinasd,pp,she [verb] a cup on the table to mommy .
nilinasd,do,mommy [verb] daddy a ball in that room .
nilinasd,pp,mommy [verb] a ball in that room to daddy .
nilinasd,do,lucy [verb] mommy a ball in that room .
nilinasd,pp,lucy [verb] a ball in that room to mommy .
nilinasi,do,he [verb] a dog the pencils in the box .
nilinasi,pp,he [verb] the pencils in the box to a dog .
nilinasi,do,he [verb] a dog a nice book .
nilinasi,pp,he [verb] a nice book to a dog .
nilinasi,do,john [verb] a bear a cup on the table .
nilinasi,pp,john [verb] a cup on the table to a bear .
nilinasi,do,she [verb] a cat a red ball .
nilinasi,pp,she [verb] a red ball to a cat .
nilinasi,do,lucy [verb] a bear a toy in the room .
nilinasi,pp,lucy [verb] a toy in the room to a bear .
nilinasi,do,lucy [verb] a cat a ball in that room .
nilinasi,pp,lucy [verb] a ball in that room to a cat .
nilinasi,do,he [verb] a bear a red ball .
nilinasi,pp,he [verb] a red ball to a bear .
nilinasi,do,mommy [verb] a dog a ball in that room .
nilinasi,pp,mommy [verb] a ball in that room to a dog .
nilinasi,do,he [verb] a bear a red ball .
nilinasi,pp,he [verb] a red ball to a bear .
nilinasi,do,john [verb] a bear a toy in the room .
nilinasi,pp,john [verb] a toy in the room to a bear .
nisdpasd,do,daddy [verb] her the book .
nisdpasd,pp,daddy [verb] the book to her .
nisdpasd,do,lucy [verb] me the legos .
nisdpasd,pp,lucy [verb] the legos to me .
nisdpasd,do,he [verb] me the pencils .
nisdpasd,pp,he [verb] the pencils to me .
nisdpasd,do,she [verb] us the food .
nisdpasd,pp,she [verb] the food to us .
nisdpasd,do,she [verb] me the cup .
nisdpasd,pp,she [verb] the cup to me .
nisdpasd,do,he [verb] her the ball .
nisdpasd,pp,he [verb] the ball to her .
nisdpasd,do,mommy [verb] them the toys .
nisdpasd,pp,mommy [verb] the toys to them .
nisdpasd,do,he [verb] them the milk .
nisdpasd,pp,he [verb] the milk to them .
nisdpasd,do,he [verb] her the cheerios .
nisdpasd,pp,he [verb] the cheerios to her .
nisdpasd,do,john [verb] us the chair .
nisdpasd,pp,john [verb] the chair to us .
nisdpasi,do,he [verb] someone the cheerios .
nisdpasi,pp,he [verb] the cheerios to someone .
nisdpasi,do,lucy [verb] someone the toys .
nisdpasi,pp,lucy [verb] the toys to someone .
nisdpasi,do,daddy [verb] someone the milk .
nisdpasi,pp,daddy [verb] the milk to someone .
nisdpasi,do,daddy [verb] someone the book .
nisdpasi,pp,daddy [verb] the book to someone .
nisdpasi,do,mommy [verb] someone the pencils .
nisdpasi,pp,mommy [verb] the pencils to someone .
nisdpasi,do,she [verb] someone the cup .
nisdpasi,pp,she [verb] the cup to someone .
nisdpasi,do,she [verb] someone the food .
nisdpasi,pp,she [verb] the food to someone .
nisdpasi,do,he [verb] someone the ball .
nisdpasi,pp,he [verb] the ball to someone .
nisdpasi,do,lucy [verb] someone the chair .
nisdpasi,pp,lucy [verb] the chair to someone .
nisdpasi,do,john [verb] someone the legos .
nisdpasi,pp,john [verb] the legos to someone .
nisdpisd,do,daddy [verb] it the chair .
nisdpisd,pp,daddy [verb] the chair to it .
nisdpisd,do,he [verb] it the toys .
nisdpisd,pp,he [verb] the toys to it .
nisdpisd,do,john [verb] it the legos .
nisdpisd,pp,john [verb] the legos to it .
nisdpisd,do,mommy [verb] it the cup .
nisdpisd,pp,mommy [verb] the cup to it .
nisdpisd,do,john [verb] it the food .
nisdpisd,pp,john [verb] the food to it .
nisdpisd,do,john [verb] it the pencils .
nisdpisd,pp,john [verb] the pencils to it .
nisdpisd,do,she [verb] it the book .
nisdpisd,pp,she [verb] the book to it .
nisdpisd,do,lucy [verb] it the cheerios .
nisdpisd,pp,lucy [verb] the cheerios to it .
nisdpisd,do,daddy [verb] it the ball .
nisdpisd,pp,daddy [verb] the ball to it .
nisdpisd,do,she [verb] it the milk .
nisdpisd,pp,she [verb] the milk to it .
nisdpisi,do,lucy [verb] something the cup .
nisdpisi,pp,lucy [verb] the cup to something .
nisdpisi,do,lucy [verb] something the food .
nisdpisi,pp,lucy [verb] the food to something .
nisdpisi,do,john [verb] something the book .
nisdpisi,pp,john [verb] the book to something .
nisdpisi,do,she [verb] something the ball .
nisdpisi,pp,she [verb] the ball to something .
nisdpisi,do,daddy [verb] something the legos .
nisdpisi,pp,daddy [verb] the legos to something .
nisdpisi,do,he [verb] something the pencils .
nisdpisi,pp,he [verb] the pencils to something .
nisdpisi,do,mommy [verb] something the toys .
nisdpisi,pp,mommy [verb] the toys to something .
nisdpisi,do,daddy [verb] something the chair .
nisdpisi,pp,daddy [verb] the chair to something .
nisdpisi,do,mommy [verb] something the milk .
nisdpisi,pp,mommy [verb] the milk to something .
nisdpisi,do,mommy [verb] something the cheerios .
nisdpisi,pp,mommy [verb] the cheerios to something .
nisdnald,do,mommy [verb] the dog over there the toys .
nisdnald,pp,mommy [verb] the toys to the dog over there .
nisdnald,do,she [verb] the dog outside the house the book .
nisdnald,pp,she [verb] the book to the dog outside the house .
nisdnald,do,he [verb] the cat over there the chair .
nisdnald,pp,he [verb] the chair to the cat over there .
nisdnald,do,mommy [verb] the dog over there the pencils .
nisdnald,pp,mommy [verb] the pencils to the dog over there .
nisdnald,do,mommy [verb] the dog over there the food .
nisdnald,pp,mommy [verb] the food to the dog over there .
nisdnald,do,she [verb] the cute cat the ball .
nisdnald,pp,she [verb] the ball to the cute cat .
nisdnald,do,john [verb] the small dog the cheerios .
nisdnald,pp,john [verb] the cheerios to the small dog .
nisdnald,do,john [verb] the cat in that house the milk .
nisdnald,pp,john [verb] the milk to the cat in that house .
nisdnald,do,he [verb] the big bear the cup .
nisdnald,pp,he [verb] the cup to the big bear .
nisdnald,do,he [verb] the cat over there the legos .
nisdnald,pp,he [verb] the legos to the cat over there .
nisdnali,do,daddy [verb] some dogs outside the house the book .
nisdnali,pp,daddy [verb] the book to some dogs outside the house .
nisdnali,do,she [verb] a bear outside the house the toys .
nisdnali,pp,she [verb] the toys to a bear outside the house .
nisdnali,do,she [verb] some bears in the forest the milk .
nisdnali,pp,she [verb] the milk to some bears in the forest .
nisdnali,do,she [verb] a small dog the pencils .
nisdnali,pp,she [verb] the pencils to a small dog .
nisdnali,do,she [verb] a big bear the food .
nisdnali,pp,she [verb] the food to a big bear .
nisdnali,do,he [verb] a bear outside the house the ball .
nisdnali,pp,he [verb] the ball to a bear outside the house .
nisdnali,do,daddy [verb] a bear outside the house the cup .
nisdnali,pp,daddy [verb] the cup to a bear outside the house .
nisdnali,do,john [verb] a dog outside the house the chair .
nisdnali,pp,john [verb] the chair to a dog outside the house .
nisdnali,do,lucy [verb] a cute cat the legos .
nisdnali,pp,lucy [verb] the legos to a cute cat .
nisdnali,do,she [verb] a cat in that house the cheerios .
nisdnali,pp,she [verb] the cheerios to a cat in that house .
nisdnasd,do,she [verb] the cat the ball .
nisdnasd,pp,she [verb] the ball to the cat .
nisdnasd,do,lucy [verb] grandpa the book .
nisdnasd,pp,lucy [verb] the book to grandpa .
nisdnasd,do,john [verb] the cat the toys .
nisdnasd,pp,john [verb] the toys to the cat .
nisdnasd,do,daddy [verb] the cat the milk .
nisdnasd,pp,daddy [verb] the milk to the cat .
nisdnasd,do,lucy [verb] mommy the legos .
nisdnasd,pp,lucy [verb] the legos to mommy .
nisdnasd,do,lucy [verb] daddy the pencils .
nisdnasd,pp,lucy [verb] the pencils to daddy .
nisdnasd,do,mommy [verb] grandpa the chair .
nisdnasd,pp,mommy [verb] the chair to grandpa .
nisdnasd,do,he [verb] grandpa the food .
nisdnasd,pp,he [verb] the food to grandpa .
nisdnasd,do,mommy [verb] grandma the cheerios .
nisdnasd,pp,mommy [verb] the cheerios to grandma .
nisdnasd,do,he [verb] the cat the cup .
nisdnasd,pp,he [verb] the cup to the cat .
nisdnasi,do,he [verb] a dog the ball .
nisdnasi,pp,he [verb] the ball to a dog .
nisdnasi,do,he [verb] a dog the toys .
nisdnasi,pp,he [verb] the toys to a dog .
nisdnasi,do,lucy [verb] a bear the food .
nisdnasi,pp,lucy [verb] the food to a bear .
nisdnasi,do,john [verb] a cat the pencils .
nisdnasi,pp,john [verb] the pencils to a cat .
nisdnasi,do,she [verb] a bear the cheerios .
nisdnasi,pp,she [verb] the cheerios to a bear .
nisdnasi,do,john [verb] a dog the legos .
nisdnasi,pp,john [verb] the legos to a dog .
nisdnasi,do,daddy [verb] a dog the milk .
nisdnasi,pp,daddy [verb] the milk to a dog .
nisdnasi,do,daddy [verb] a bear the chair .
nisdnasi,pp,daddy [verb] the chair to a bear .
nisdnasi,do,lucy [verb] a dog the cup .
nisdnasi,pp,lucy [verb] the cup to a dog .
nisdnasi,do,mommy [verb] a bear the book .
nisdnasi,pp,mommy [verb] the book to a bear .
nisipasd,do,she [verb] him a book .
nisipasd,pp,she [verb] a book to him .
nisipasd,do,she [verb] me a chair .
nisipasd,pp,she [verb] a chair to me .
nisipasd,do,daddy [verb] them some balls .
nisipasd,pp,daddy [verb] some balls to them .
nisipasd,do,he [verb] them some food .
nisipasd,pp,he [verb] some food to them .
nisipasd,do,daddy [verb] them a ball .
nisipasd,pp,daddy [verb] a ball to them .
nisipasd,do,mommy [verb] them a cup .
nisipasd,pp,mommy [verb] a cup to them .
nisipasd,do,daddy [verb] us some cheerios .
nisipasd,pp,daddy [verb] some cheerios to us .
nisipasd,do,daddy [verb] me a pencil .
nisipasd,pp,daddy [verb] a pencil to me .
nisipasd,do,john [verb] us a lego .
nisipasd,pp,john [verb] a lego to us .
nisipasd,do,mommy [verb] her some books .
nisipasd,pp,mommy [verb] some books to her .
nisipasi,do,daddy [verb] someone some food .
nisipasi,pp,daddy [verb] some food to someone .
nisipasi,do,john [verb] someone a book .
nisipasi,pp,john [verb] a book to someone .
nisipasi,do,lucy [verb] someone a ball .
nisipasi,pp,lucy [verb] a ball to someone .
nisipasi,do,mommy [verb] someone some books .
nisipasi,pp,mommy [verb] some books to someone .
nisipasi,do,john [verb] someone a pencil .
nisipasi,pp,john [verb] a pencil to someone .
nisipasi,do,daddy [verb] someone a cup .
nisipasi,pp,daddy [verb] a cup to someone .
nisipasi,do,lucy [verb] someone some milk .
nisipasi,pp,lucy [verb] some milk to someone .
nisipasi,do,he [verb] someone some cheerios .
nisipasi,pp,he [verb] some cheerios to someone .
nisipasi,do,she [verb] someone a lego .
nisipasi,pp,she [verb] a lego to someone .
nisipasi,do,he [verb] someone a chair .
