item_id,verb_id,verb_type,verb,do,pp
376,6,naba-pp,delivered,nina delivered the bear food .,nina delivered food to the bear .
377,6,naba-pp,delivered,john delivered the girl food .,john delivered food to the girl .
378,6,naba-pp,delivered,i delivered the man food .,i delivered food to the man .
379,6,naba-pp,delivered,mommy delivered my uncle food .,mommy delivered food to my uncle .
380,6,naba-pp,delivered,lily delivered a stranger food .,lily delivered food to a stranger .
381,6,naba-pp,delivered,john delivered him the doll .,john delivered the doll to him .
382,6,naba-pp,delivered,nina delivered her the doll .,nina delivered the doll to her .
383,6,naba-pp,delivered,adam delivered them the doll .,adam delivered the doll to them .
384,6,naba-pp,delivered,ethan delivered us the doll .,ethan delivered the doll to us .
385,6,naba-pp,delivered,i delivered mommy the doll .,i delivered the doll to mommy .
386,6,naba-pp,delivered,i delivered the bear the doll .,i delivered the doll to the bear .
387,6,naba-pp,delivered,nina delivered the girl the doll .,nina delivered the doll to the girl .
388,6,naba-pp,delivered,david delivered the man the doll .,david delivered the doll to the man .
389,6,naba-pp,delivered,lily delivered my uncle the doll .,lily delivered the doll to my uncle .
390,6,naba-pp,delivered,daddy delivered a stranger the doll .,daddy delivered the doll to a stranger .
391,6,naba-pp,delivered,ryan delivered him the toys .,ryan delivered the toys to him .
392,6,naba-pp,delivered,grandma delivered her the toys .,grandma delivered the toys to her .
393,6,naba-pp,delivered,david delivered them the toys .,david delivered the toys to them .
394,6,naba-pp,delivered,she delivered us the toys .,she delivered the toys to us .
395,6,naba-pp,delivered,she delivered mommy the toys .,she delivered the toys to mommy .
396,6,naba-pp,delivered,ryan delivered the bear the toys .,ryan delivered the toys to the bear .
397,6,naba-pp,delivered,ryan delivered the girl the toys .,ryan delivered the toys to the girl .
398,6,naba-pp,delivered,the boy delivered the man the toys .,the boy delivered the toys to the man .
399,6,naba-pp,delivered,john delivered my uncle the toys .,john delivered the toys to my uncle .
400,6,naba-pp,delivered,the boy delivered a stranger the toys .,the boy delivered the toys to a stranger .
401,6,naba-pp,delivered,nina delivered him that .,nina delivered that to him .
402,6,naba-pp,delivered,ethan delivered her that .,ethan delivered that to her .
403,6,naba-pp,delivered,lily delivered them that .,lily delivered that to them .
404,6,naba-pp,delivered,ryan delivered us that .,ryan delivered that to us .
405,6,naba-pp,delivered,john delivered mommy that .,john delivered that to mommy .
406,6,naba-pp,delivered,lily delivered the bear that .,lily delivered that to the bear .
407,6,naba-pp,delivered,nina delivered the girl that .,nina delivered that to the girl .
408,6,naba-pp,delivered,ethan delivered the man that .,ethan delivered that to the man .
409,6,naba-pp,delivered,david delivered my uncle that .,david delivered that to my uncle .
410,6,naba-pp,delivered,laura delivered a stranger that .,laura delivered that to a stranger .
411,6,naba-pp,delivered,the boy delivered him something .,the boy delivered something to him .
412,6,naba-pp,delivered,mommy delivered her something .,mommy delivered something to her .
413,6,naba-pp,delivered,nina delivered them something .,nina delivered something to them .
414,6,naba-pp,delivered,she delivered us something .,she delivered something to us .
415,6,naba-pp,delivered,laura delivered mommy something .,laura delivered something to mommy .
416,6,naba-pp,delivered,i delivered the bear something .,i delivered something to the bear .
417,6,naba-pp,delivered,the boy delivered the girl something .,the boy delivered something to the girl .
418,6,naba-pp,delivered,grandma delivered the man something .,grandma delivered something to the man .
419,6,naba-pp,delivered,i delivered my uncle something .,i delivered something to my uncle .
420,6,naba-pp,delivered,laura delivered a stranger something .,laura delivered something to a stranger .
421,7,naba-pp,dragged,the boy dragged him some boxes .,the boy dragged some boxes to him .
422,7,naba-pp,dragged,nina dragged her some boxes .,nina dragged some boxes to her .
423,7,naba-pp,dragged,i dragged them some boxes .,i dragged some boxes to them .
424,7,naba-pp,dragged,ryan dragged me some boxes .,ryan dragged some boxes to me .
425,7,naba-pp,dragged,ethan dragged mommy some boxes .,ethan dragged some boxes to mommy .
426,7,naba-pp,dragged,nina dragged the bear some boxes .,nina dragged some boxes to the bear .
427,7,naba-pp,dragged,ryan dragged the girl some boxes .,ryan dragged some boxes to the girl .
428,7,naba-pp,dragged,ryan dragged the man some boxes .,ryan dragged some boxes to the man .
429,7,naba-pp,dragged,mommy dragged my uncle some boxes .,mommy dragged some boxes to my uncle .
430,7,naba-pp,dragged,the boy dragged a stranger some boxes .,the boy dragged some boxes to a stranger .
431,7,naba-pp,dragged,ethan dragged him the chair .,ethan dragged the chair to him .
432,7,naba-pp,dragged,nina dragged her the chair .,nina dragged the chair to her .
433,7,naba-pp,dragged,nina dragged them the chair .,nina dragged the chair to them .
434,7,naba-pp,dragged,she dragged me the chair .,she dragged the chair to me .
435,7,naba-pp,dragged,john dragged mommy the chair .,john dragged the chair to mommy .
436,7,naba-pp,dragged,mommy dragged the bear the chair .,mommy dragged the chair to the bear .
437,7,naba-pp,dragged,lily dragged the girl the chair .,lily dragged the chair to the girl .
438,7,naba-pp,dragged,john dragged the man the chair .,john dragged the chair to the man .
439,7,naba-pp,dragged,i dragged my uncle the chair .,i dragged the chair to my uncle .
440,7,naba-pp,dragged,i dragged a stranger the chair .,i dragged the chair to a stranger .
441,7,naba-pp,dragged,laura dragged him the bags .,laura dragged the bags to him .
442,7,naba-pp,dragged,nina dragged her the bags .,nina dragged the bags to her .
443,7,naba-pp,dragged,the boy dragged them the bags .,the boy dragged the bags to them .
444,7,naba-pp,dragged,david dragged me the bags .,david dragged the bags to me .
445,7,naba-pp,dragged,nina dragged mommy the bags .,nina dragged the bags to mommy .
446,7,naba-pp,dragged,laura dragged the bear the bags .,laura dragged the bags to the bear .
447,7,naba-pp,dragged,grandma dragged the girl the bags .,grandma dragged the bags to the girl .
448,7,naba-pp,dragged,ryan dragged the man the bags .,ryan dragged the bags to the man .
449,7,naba-pp,dragged,i dragged my uncle the bags .,i dragged the bags to my uncle .
450,7,naba-pp,dragged,adam dragged a stranger the bags .,adam dragged the bags to a stranger .
451,7,naba-pp,dragged,laura dragged him a blanket .,laura dragged a blanket to him .
452,7,naba-pp,dragged,nina dragged her a blanket .,nina dragged a blanket to her .
453,7,naba-pp,dragged,grandma dragged them a blanket .,grandma dragged a blanket to them .
454,7,naba-pp,dragged,grandma dragged me a blanket .,grandma dragged a blanket to me .
455,7,naba-pp,dragged,lily dragged mommy a blanket .,lily dragged a blanket to mommy .
456,7,naba-pp,dragged,daddy dragged the bear a blanket .,daddy dragged a blanket to the bear .
457,7,naba-pp,dragged,ethan dragged the girl a blanket .,ethan dragged a blanket to the girl .
458,7,naba-pp,dragged,i dragged the man a blanket .,i dragged a blanket to the man .
459,7,naba-pp,dragged,nina dragged my uncle a blanket .,nina dragged a blanket to my uncle .
460,7,naba-pp,dragged,ethan dragged a stranger a blanket .,ethan dragged a blanket to a stranger .
461,7,naba-pp,dragged,mommy dragged him a basket .,mommy dragged a basket to him .
462,7,naba-pp,dragged,david dragged her a basket .,david dragged a basket to her .
463,7,naba-pp,dragged,the boy dragged them a basket .,the boy dragged a basket to them .
464,7,naba-pp,dragged,mommy dragged me a basket .,mommy dragged a basket to me .
465,7,naba-pp,dragged,adam dragged mommy a basket .,adam dragged a basket to mommy .
466,7,naba-pp,dragged,the boy dragged the bear a basket .,the boy dragged a basket to the bear .
467,7,naba-pp,dragged,grandma dragged the girl a basket .,grandma dragged a basket to the girl .
468,7,naba-pp,dragged,ryan dragged the man a basket .,ryan dragged a basket to the man .
469,7,naba-pp,dragged,ryan dragged my uncle a basket .,ryan dragged a basket to my uncle .
470,7,naba-pp,dragged,mommy dragged a stranger a basket .,mommy dragged a basket to a stranger .
471,7,naba-pp,dragged,ethan dragged him that .,ethan dragged that to him .
472,7,naba-pp,dragged,the boy dragged her that .,the boy dragged that to her .
473,7,naba-pp,dragged,grandma dragged them that .,grandma dragged that to them .
474,7,naba-pp,dragged,laura dragged me that .,laura dragged that to me .
475,7,naba-pp,dragged,lily dragged mommy that .,lily dragged that to mommy .
476,7,naba-pp,dragged,she dragged the bear that .,she dragged that to the bear .
477,7,naba-pp,dragged,the boy dragged the girl that .,the boy dragged that to the girl .
478,7,naba-pp,dragged,ethan dragged the man that .,ethan dragged that to the man .
479,7,naba-pp,dragged,adam dragged my uncle that .,adam dragged that to my uncle .
480,7,naba-pp,dragged,ethan dragged a stranger that .,ethan dragged that to a stranger .
481,7,naba-pp,dragged,grandma dragged him something .,grandma dragged something to him .
482,7,naba-pp,dragged,nina dragged her something .,nina dragged something to her .
483,7,naba-pp,dragged,lily dragged them something .,lily dragged something to them .
484,7,naba-pp,dragged,daddy dragged me something .,daddy dragged something to me .
485,7,naba-pp,dragged,grandma dragged mommy something .,grandma dragged something to mommy .
486,7,naba-pp,dragged,lily dragged the bear something .,lily dragged something to the bear .
487,7,naba-pp,dragged,john dragged the girl something .,john dragged something to the girl .
488,7,naba-pp,dragged,i dragged the man something .,i dragged something to the man .
489,7,naba-pp,dragged,john dragged my uncle something .,john dragged something to my uncle .
490,7,naba-pp,dragged,i dragged a stranger something .,i dragged something to a stranger .
491,8,naba-pp,hauled,john hauled him some boxes .,john hauled some boxes to him .
492,8,naba-pp,hauled,she hauled her some boxes .,she hauled some boxes to her .
493,8,naba-pp,hauled,mommy hauled them some boxes .,mommy hauled some boxes to them .
494,8,naba-pp,hauled,nina hauled me some boxes .,nina hauled some boxes to me .
495,8,naba-pp,hauled,laura hauled mommy some boxes .,laura hauled some boxes to mommy .
496,8,naba-pp,hauled,david hauled the bear some boxes .,david hauled some boxes to the bear .
497,8,naba-pp,hauled,lily hauled the girl some boxes .,lily hauled some boxes to the girl .
498,8,naba-pp,hauled,lily hauled the man some boxes .,lily hauled some boxes to the man .
499,8,naba-pp,hauled,mommy hauled my uncle some boxes .,mommy hauled some boxes to my uncle .
500,8,naba-pp,hauled,grandma hauled a stranger some boxes .,grandma hauled some boxes to a stranger .
501,8,naba-pp,hauled,lily hauled him the furniture .,lily hauled the furniture to him .
502,8,naba-pp,hauled,he hauled her the furniture .,he hauled the furniture to her .
503,8,naba-pp,hauled,mommy hauled them the furniture .,mommy hauled the furniture to them .
504,8,naba-pp,hauled,david hauled me the furniture .,david hauled the furniture to me .
505,8,naba-pp,hauled,nina hauled mommy the furniture .,nina hauled the furniture to mommy .
506,8,naba-pp,hauled,lily hauled the bear the furniture .,lily hauled the furniture to the bear .
507,8,naba-pp,hauled,john hauled the girl the furniture .,john hauled the furniture to the girl .
508,8,naba-pp,hauled,i hauled the man the furniture .,i hauled the furniture to the man .
509,8,naba-pp,hauled,ryan hauled my uncle the furniture .,ryan hauled the furniture to my uncle .
510,8,naba-pp,hauled,laura hauled a stranger the furniture .,laura hauled the furniture to a stranger .
511,8,naba-pp,hauled,david hauled him a package .,david hauled a package to him .
512,8,naba-pp,hauled,adam hauled her a package .,adam hauled a package to her .
513,8,naba-pp,hauled,daddy hauled them a package .,daddy hauled a package to them .
514,8,naba-pp,hauled,she hauled me a package .,she hauled a package to me .
515,8,naba-pp,hauled,nina hauled mommy a package .,nina hauled a package to mommy .
516,8,naba-pp,hauled,david hauled the bear a package .,david hauled a package to the bear .
517,8,naba-pp,hauled,david hauled the girl a package .,david hauled a package to the girl .
518,8,naba-pp,hauled,grandma hauled the man a package .,grandma hauled a package to the man .
519,8,naba-pp,hauled,adam hauled my uncle a package .,adam hauled a package to my uncle .
520,8,naba-pp,hauled,i hauled a stranger a package .,i hauled a package to a stranger .
521,8,naba-pp,hauled,he hauled him the books .,he hauled the books to him .
522,8,naba-pp,hauled,you hauled her the books .,you hauled the books to her .
523,8,naba-pp,hauled,ethan hauled them the books .,ethan hauled the books to them .
524,8,naba-pp,hauled,you hauled me the books .,you hauled the books to me .
525,8,naba-pp,hauled,lily hauled mommy the books .,lily hauled the books to mommy .
526,8,naba-pp,hauled,i hauled the bear the books .,i hauled the books to the bear .
527,8,naba-pp,hauled,he hauled the girl the books .,he hauled the books to the girl .
528,8,naba-pp,hauled,grandma hauled the man the books .,grandma hauled the books to the man .
529,8,naba-pp,hauled,john hauled my uncle the books .,john hauled the books to my uncle .
530,8,naba-pp,hauled,you hauled a stranger the books .,you hauled the books to a stranger .
531,8,naba-pp,hauled,lily hauled him my toys .,lily hauled my toys to him .
532,8,naba-pp,hauled,you hauled her my toys .,you hauled my toys to her .
533,8,naba-pp,hauled,ryan hauled them my toys .,ryan hauled my toys to them .
534,8,naba-pp,hauled,john hauled me my toys .,john hauled my toys to me .
535,8,naba-pp,hauled,the boy hauled mommy my toys .,the boy hauled my toys to mommy .
536,8,naba-pp,hauled,mommy hauled the bear my toys .,mommy hauled my toys to the bear .
537,8,naba-pp,hauled,she hauled the girl my toys .,she hauled my toys to the girl .
538,8,naba-pp,hauled,he hauled the man my toys .,he hauled my toys to the man .
539,8,naba-pp,hauled,mommy hauled my uncle my toys .,mommy hauled my toys to my uncle .
540,8,naba-pp,hauled,john hauled a stranger my toys .,john hauled my toys to a stranger .
541,8,naba-pp,hauled,i hauled him that .,i hauled that to him .
542,8,naba-pp,hauled,adam hauled her that .,adam hauled that to her .
543,8,naba-pp,hauled,you hauled them that .,you hauled that to them .
544,8,naba-pp,hauled,ryan hauled me that .,ryan hauled that to me .
545,8,naba-pp,hauled,she hauled mommy that .,she hauled that to mommy .
546,8,naba-pp,hauled,mommy hauled the bear that .,mommy hauled that to the bear .
547,8,naba-pp,hauled,grandma hauled the girl that .,grandma hauled that to the girl .
548,8,naba-pp,hauled,adam hauled the man that .,adam hauled that to the man .
549,8,naba-pp,hauled,she hauled my uncle that .,she hauled that to my uncle .
550,8,naba-pp,hauled,mommy hauled a stranger that .,mommy hauled that to a stranger .
551,8,naba-pp,hauled,ethan hauled him something .,ethan hauled something to him .
552,8,naba-pp,hauled,he hauled her something .,he hauled something to her .
553,8,naba-pp,hauled,he hauled them something .,he hauled something to them .
554,8,naba-pp,hauled,john hauled me something .,john hauled something to me .
555,8,naba-pp,hauled,she hauled mommy something .,she hauled something to mommy .
556,8,naba-pp,hauled,the boy hauled the bear something .,the boy hauled something to the bear .
557,8,naba-pp,hauled,the boy hauled the girl something .,the boy hauled something to the girl .
558,8,naba-pp,hauled,mommy hauled the man something .,mommy hauled something to the man .
559,8,naba-pp,hauled,he hauled my uncle something .,he hauled something to my uncle .
560,8,naba-pp,hauled,i hauled a stranger something .,i hauled something to a stranger .
561,9,naba-pp,kicked,laura kicked him some boxes .,laura kicked some boxes to him .
562,9,naba-pp,kicked,nina kicked her some boxes .,nina kicked some boxes to her .
563,9,naba-pp,kicked,the boy kicked them some boxes .,the boy kicked some boxes to them .
564,9,naba-pp,kicked,ethan kicked me some boxes .,ethan kicked some boxes to me .
565,9,naba-pp,kicked,john kicked daddy some boxes .,john kicked some boxes to daddy .
566,9,naba-pp,kicked,adam kicked the bear some boxes .,adam kicked some boxes to the bear .
567,9,naba-pp,kicked,daddy kicked the girl some boxes .,daddy kicked some boxes to the girl .
568,9,naba-pp,kicked,adam kicked the man some boxes .,adam kicked some boxes to the man .
569,9,naba-pp,kicked,daddy kicked my uncle some boxes .,daddy kicked some boxes to my uncle .
570,9,naba-pp,kicked,laura kicked a stranger some boxes .,laura kicked some boxes to a stranger .
571,9,naba-pp,kicked,ethan kicked him an egg .,ethan kicked an egg to him .
572,9,naba-pp,kicked,mommy kicked her an egg .,mommy kicked an egg to her .
573,9,naba-pp,kicked,mommy kicked them an egg .,mommy kicked an egg to them .
574,9,naba-pp,kicked,nina kicked me an egg .,nina kicked an egg to me .
575,9,naba-pp,kicked,adam kicked daddy an egg .,adam kicked an egg to daddy .
576,9,naba-pp,kicked,the boy kicked the bear an egg .,the boy kicked an egg to the bear .
577,9,naba-pp,kicked,grandma kicked the girl an egg .,grandma kicked an egg to the girl .
578,9,naba-pp,kicked,nina kicked the man an egg .,nina kicked an egg to the man .
579,9,naba-pp,kicked,nina kicked my uncle an egg .,nina kicked an egg to my uncle .
580,9,naba-pp,kicked,john kicked a stranger an egg .,john kicked an egg to a stranger .
581,9,naba-pp,kicked,adam kicked him the bottle .,adam kicked the bottle to him .
582,9,naba-pp,kicked,mommy kicked her the bottle .,mommy kicked the bottle to her .
583,9,naba-pp,kicked,mommy kicked them the bottle .,mommy kicked the bottle to them .
584,9,naba-pp,kicked,daddy kicked me the bottle .,daddy kicked the bottle to me .
585,9,naba-pp,kicked,lily kicked daddy the bottle .,lily kicked the bottle to daddy .
586,9,naba-pp,kicked,david kicked the bear the bottle .,david kicked the bottle to the bear .
587,9,naba-pp,kicked,david kicked the girl the bottle .,david kicked the bottle to the girl .
588,9,naba-pp,kicked,david kicked the man the bottle .,david kicked the bottle to the man .
589,9,naba-pp,kicked,daddy kicked my uncle the bottle .,daddy kicked the bottle to my uncle .
590,9,naba-pp,kicked,john kicked a stranger the bottle .,john kicked the bottle to a stranger .
591,9,naba-pp,kicked,the boy kicked him the slinky .,the boy kicked the slinky to him .
592,9,naba-pp,kicked,david kicked her the slinky .,david kicked the slinky to her .
593,9,naba-pp,kicked,laura kicked them the slinky .,laura kicked the slinky to them .
594,9,naba-pp,kicked,ethan kicked me the slinky .,ethan kicked the slinky to me .
595,9,naba-pp,kicked,laura kicked daddy the slinky .,laura kicked the slinky to daddy .
596,9,naba-pp,kicked,ryan kicked the bear the slinky .,ryan kicked the slinky to the bear .
597,9,naba-pp,kicked,nina kicked the girl the slinky .,nina kicked the slinky to the girl .
598,9,naba-pp,kicked,the boy kicked the man the slinky .,the boy kicked the slinky to the man .
599,9,naba-pp,kicked,daddy kicked my uncle the slinky .,daddy kicked the slinky to my uncle .
600,9,naba-pp,kicked,daddy kicked a stranger the slinky .,daddy kicked the slinky to a stranger .
601,9,naba-pp,kicked,mommy kicked him my large eraser .,mommy kicked my large eraser to him .
602,9,naba-pp,kicked,lily kicked her my large eraser .,lily kicked my large eraser to her .
603,9,naba-pp,kicked,ryan kicked them my large eraser .,ryan kicked my large eraser to them .
604,9,naba-pp,kicked,john kicked me my large eraser .,john kicked my large eraser to me .
605,9,naba-pp,kicked,laura kicked daddy my large eraser .,laura kicked my large eraser to daddy .
606,9,naba-pp,kicked,nina kicked the bear my large eraser .,nina kicked my large eraser to the bear .
607,9,naba-pp,kicked,john kicked the girl my large eraser .,john kicked my large eraser to the girl .
608,9,naba-pp,kicked,john kicked the man my large eraser .,john kicked my large eraser to the man .
609,9,naba-pp,kicked,ethan kicked my uncle my large eraser .,ethan kicked my large eraser to my uncle .
610,9,naba-pp,kicked,grandma kicked a stranger my large eraser .,grandma kicked my large eraser to a stranger .
611,9,naba-pp,kicked,grandma kicked him that .,grandma kicked that to him .
612,9,naba-pp,kicked,john kicked her that .,john kicked that to her .
613,9,naba-pp,kicked,david kicked them that .,david kicked that to them .
614,9,naba-pp,kicked,mommy kicked me that .,mommy kicked that to me .
615,9,naba-pp,kicked,ryan kicked daddy that .,ryan kicked that to daddy .
616,9,naba-pp,kicked,david kicked the bear that .,david kicked that to the bear .
617,9,naba-pp,kicked,adam kicked the girl that .,adam kicked that to the girl .
618,9,naba-pp,kicked,daddy kicked the man that .,daddy kicked that to the man .
619,9,naba-pp,kicked,mommy kicked my uncle that .,mommy kicked that to my uncle .
620,9,naba-pp,kicked,john kicked a stranger that .,john kicked that to a stranger .
621,9,naba-pp,kicked,laura kicked him something .,laura kicked something to him .
622,9,naba-pp,kicked,laura kicked her something .,laura kicked something to her .
623,9,naba-pp,kicked,adam kicked them something .,adam kicked something to them .
624,9,naba-pp,kicked,david kicked me something .,david kicked something to me .
625,9,naba-pp,kicked,adam kicked daddy something .,adam kicked something to daddy .
626,9,naba-pp,kicked,john kicked the bear something .,john kicked something to the bear .
627,9,naba-pp,kicked,ethan kicked the girl something .,ethan kicked something to the girl .
628,9,naba-pp,kicked,daddy kicked the man something .,daddy kicked something to the man .
629,9,naba-pp,kicked,laura kicked my uncle something .,laura kicked something to my uncle .
630,9,naba-pp,kicked,grandma kicked a stranger something .,grandma kicked something to a stranger .
631,10,naba-pp,carried,ryan carried him some boxes .,ryan carried some boxes to him .
632,10,naba-pp,carried,adam carried her some boxes .,adam carried some boxes to her .
633,10,naba-pp,carried,john carried them some boxes .,john carried some boxes to them .
634,10,naba-pp,carried,ethan carried us some boxes .,ethan carried some boxes to us .
635,10,naba-pp,carried,you carried mommy some boxes .,you carried some boxes to mommy .
636,10,naba-pp,carried,david carried the bear some boxes .,david carried some boxes to the bear .
637,10,naba-pp,carried,grandma carried the child some boxes .,grandma carried some boxes to the child .
638,10,naba-pp,carried,you carried the man some boxes .,you carried some boxes to the man .
639,10,naba-pp,carried,john carried my auntie some boxes .,john carried some boxes to my auntie .
640,10,naba-pp,carried,ryan carried a stranger some boxes .,ryan carried some boxes to a stranger .
641,10,naba-pp,carried,david carried him the bags .,david carried the bags to him .
642,10,naba-pp,carried,ethan carried her the bags .,ethan carried the bags to her .
643,10,naba-pp,carried,david carried them the bags .,david carried the bags to them .
644,10,naba-pp,carried,mommy carried us the bags .,mommy carried the bags to us .
645,10,naba-pp,carried,you carried mommy the bags .,you carried the bags to mommy .
646,10,naba-pp,carried,you carried the bear the bags .,you carried the bags to the bear .
647,10,naba-pp,carried,the boy carried the child the bags .,the boy carried the bags to the child .
648,10,naba-pp,carried,lily carried the man the bags .,lily carried the bags to the man .
649,10,naba-pp,carried,david carried my auntie the bags .,david carried the bags to my auntie .
650,10,naba-pp,carried,the boy carried a stranger the bags .,the boy carried the bags to a stranger .
651,10,naba-pp,carried,laura carried him a package .,laura carried a package to him .
652,10,naba-pp,carried,you carried her a package .,you carried a package to her .
653,10,naba-pp,carried,adam carried them a package .,adam carried a package to them .
654,10,naba-pp,carried,you carried us a package .,you carried a package to us .
655,10,naba-pp,carried,david carried mommy a package .,david carried a package to mommy .
656,10,naba-pp,carried,ethan carried the bear a package .,ethan carried a package to the bear .
657,10,naba-pp,carried,laura carried the child a package .,laura carried a package to the child .
658,10,naba-pp,carried,david carried the man a package .,david carried a package to the man .
659,10,naba-pp,carried,david carried my auntie a package .,david carried a package to my auntie .
660,10,naba-pp,carried,nina carried a stranger a package .,nina carried a package to a stranger .
661,10,naba-pp,carried,john carried him the bottle .,john carried the bottle to him .
662,10,naba-pp,carried,mommy carried her the bottle .,mommy carried the bottle to her .
663,10,naba-pp,carried,nina carried them the bottle .,nina carried the bottle to them .
664,10,naba-pp,carried,you carried us the bottle .,you carried the bottle to us .
665,10,naba-pp,carried,david carried mommy the bottle .,david carried the bottle to mommy .
666,10,naba-pp,carried,mommy carried the bear the bottle .,mommy carried the bottle to the bear .
667,10,naba-pp,carried,john carried the child the bottle .,john carried the bottle to the child .
668,10,naba-pp,carried,nina carried the man the bottle .,nina carried the bottle to the man .
669,10,naba-pp,carried,david carried my auntie the bottle .,david carried the bottle to my auntie .
670,10,naba-pp,carried,ryan carried a stranger the bottle .,ryan carried the bottle to a stranger .
671,10,naba-pp,carried,laura carried him the books .,laura carried the books to him .
672,10,naba-pp,carried,nina carried her the books .,nina carried the books to her .
673,10,naba-pp,carried,john carried them the books .,john carried the books to them .
674,10,naba-pp,carried,nina carried us the books .,nina carried the books to us .
675,10,naba-pp,carried,lily carried mommy the books .,lily carried the books to mommy .
676,10,naba-pp,carried,lily carried the bear the books .,lily carried the books to the bear .
677,10,naba-pp,carried,you carried the child the books .,you carried the books to the child .
678,10,naba-pp,carried,ryan carried the man the books .,ryan carried the books to the man .
679,10,naba-pp,carried,ethan carried my auntie the books .,ethan carried the books to my auntie .
680,10,naba-pp,carried,ethan carried a stranger the books .,ethan carried the books to a stranger .
681,10,naba-pp,carried,john carried him those .,john carried those to him .
682,10,naba-pp,carried,adam carried her those .,adam carried those to her .
683,10,naba-pp,carried,laura carried them those .,laura carried those to them .
684,10,naba-pp,carried,ethan carried us those .,ethan carried those to us .
685,10,naba-pp,carried,john carried mommy those .,john carried those to mommy .
686,10,naba-pp,carried,ryan carried the bear those .,ryan carried those to the bear .
687,10,naba-pp,carried,adam carried the child those .,adam carried those to the child .
688,10,naba-pp,carried,adam carried the man those .,adam carried those to the man .
689,10,naba-pp,carried,lily carried my auntie those .,lily carried those to my auntie .
690,10,naba-pp,carried,you carried a stranger those .,you carried those to a stranger .
691,10,naba-pp,carried,david carried him something .,david carried something to him .
692,10,naba-pp,carried,adam carried her something .,adam carried something to her .
693,10,naba-pp,carried,grandma carried them something .,grandma carried something to them .
694,10,naba-pp,carried,john carried us something .,john carried something to us .
695,10,naba-pp,carried,adam carried mommy something .,adam carried something to mommy .
696,10,naba-pp,carried,adam carried the bear something .,adam carried something to the bear .
697,10,naba-pp,carried,the boy carried the child something .,the boy carried something to the child .
698,10,naba-pp,carried,laura carried the man something .,laura carried something to the man .
699,10,naba-pp,carried,grandma carried my auntie something .,grandma carried something to my auntie .
700,10,naba-pp,carried,the boy carried a stranger something .,the boy carried something to a stranger .
701,11,nana-pp,addressed,i addressed us the speech .,i addressed the speech to us .
702,11,nana-pp,addressed,laura addressed her the speech .,laura addressed the speech to her .
703,11,nana-pp,addressed,grandma addressed them the speech .,grandma addressed the speech to them .
704,11,nana-pp,addressed,she addressed me the speech .,she addressed the speech to me .
705,11,nana-pp,addressed,nina addressed mommy the speech .,nina addressed the speech to mommy .
706,11,nana-pp,addressed,i addressed the bear the speech .,i addressed the speech to the bear .
707,11,nana-pp,addressed,mommy addressed the girl the speech .,mommy addressed the speech to the girl .
708,11,nana-pp,addressed,david addressed the man the speech .,david addressed the speech to the man .
709,11,nana-pp,addressed,laura addressed my uncle the speech .,laura addressed the speech to my uncle .
710,11,nana-pp,addressed,david addressed a stranger the speech .,david addressed the speech to a stranger .
711,11,nana-pp,addressed,you addressed us the envelope .,you addressed the envelope to us .
712,11,nana-pp,addressed,mommy addressed her the envelope .,mommy addressed the envelope to her .
713,11,nana-pp,addressed,laura addressed them the envelope .,laura addressed the envelope to them .
714,11,nana-pp,addressed,grandma addressed me the envelope .,grandma addressed the envelope to me .
715,11,nana-pp,addressed,adam addressed mommy the envelope .,adam addressed the envelope to mommy .
716,11,nana-pp,addressed,he addressed the bear the envelope .,he addressed the envelope to the bear .
717,11,nana-pp,addressed,i addressed the girl the envelope .,i addressed the envelope to the girl .
718,11,nana-pp,addressed,lily addressed the man the envelope .,lily addressed the envelope to the man .
719,11,nana-pp,addressed,daddy addressed my uncle the envelope .,daddy addressed the envelope to my uncle .
720,11,nana-pp,addressed,nina addressed a stranger the envelope .,nina addressed the envelope to a stranger .
721,11,nana-pp,addressed,grandma addressed us the gift .,grandma addressed the gift to us .
722,11,nana-pp,addressed,i addressed her the gift .,i addressed the gift to her .
723,11,nana-pp,addressed,grandma addressed them the gift .,grandma addressed the gift to them .
724,11,nana-pp,addressed,ethan addressed me the gift .,ethan addressed the gift to me .
725,11,nana-pp,addressed,he addressed mommy the gift .,he addressed the gift to mommy .
726,11,nana-pp,addressed,mommy addressed the bear the gift .,mommy addressed the gift to the bear .
727,11,nana-pp,addressed,nina addressed the girl the gift .,nina addressed the gift to the girl .
728,11,nana-pp,addressed,daddy addressed the man the gift .,daddy addressed the gift to the man .
729,11,nana-pp,addressed,lily addressed my uncle the gift .,lily addressed the gift to my uncle .
730,11,nana-pp,addressed,ryan addressed a stranger the gift .,ryan addressed the gift to a stranger .
731,11,nana-pp,addressed,you addressed us some packages .,you addressed some packages to us .
732,11,nana-pp,addressed,i addressed her some packages .,i addressed some packages to her .
733,11,nana-pp,addressed,he addressed them some packages .,he addressed some packages to them .
734,11,nana-pp,addressed,adam addressed me some packages .,adam addressed some packages to me .
735,11,nana-pp,addressed,david addressed mommy some packages .,david addressed some packages to mommy .
736,11,nana-pp,addressed,he addressed the bear some packages .,he addressed some packages to the bear .
737,11,nana-pp,addressed,he addressed the girl some packages .,he addressed some packages to the girl .
738,11,nana-pp,addressed,i addressed the man some packages .,i addressed some packages to the man .
739,11,nana-pp,addressed,you addressed my uncle some packages .,you addressed some packages to my uncle .
