idx,dative,givenness_template,hypothesis_id,hypothesis_item,code_id,code_score,length_score,haap_score,score,best_lr,best_wd,best_epoch,template_id,item,template_type,template,combo,stimulus,agent,theme,recipient,theme_pronominality,theme_animacy,theme_definiteness,recipient_pronominality,recipient_animacy,recipient_definiteness,length_diff,theme_givenness,recipient_givenness
5767,DO,2,386,4,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,66,2,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Look it's Mark and the photographs !
<s> Mark [verb] a ball with a star on it them .",Mark,them-i,a ball with a star on it,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5767,DO,3,386,4,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,65,3,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Here's Mark with the photographs !
<s> Mark [verb] a ball with a star on it them .",Mark,them-i,a ball with a star on it,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5769,DO,1,386,5,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,7,1,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Do you see Judy and the milk ?
<s> Judy [verb] a ball that looks like an egg it .",Judy,it,a ball that looks like an egg,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5769,DO,2,386,5,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,13,2,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Look it's Judy and the milk !
<s> Judy [verb] a ball that looks like an egg it .",Judy,it,a ball that looks like an egg,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5769,DO,3,386,5,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,5,3,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Here's Judy with the coffee !
<s> Judy [verb] a ball that looks like an egg it .",Judy,it,a ball that looks like an egg,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5771,DO,1,386,6,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,70,1,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Do you see Sarah and the apple ?
<s> Sarah [verb] a ball with a star on it it .",Sarah,it,a ball with a star on it,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5771,DO,2,386,6,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,51,2,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Look it's Sarah and the picture !
<s> Sarah [verb] a ball with a star on it it .",Sarah,it,a ball with a star on it,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5771,DO,3,386,6,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,62,3,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Here's Sarah with the coffee !
<s> Sarah [verb] a ball with a star on it it .",Sarah,it,a ball with a star on it,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5773,DO,1,386,7,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,8,1,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Do you see William and the candies ?
<s> William [verb] a book with a rabbit in it them .",William,them-i,a book with a rabbit in it,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5773,DO,2,386,7,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,47,2,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Look it's William and the socks !
<s> William [verb] a book with a rabbit in it them .",William,them-i,a book with a rabbit in it,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5773,DO,3,386,7,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,11,3,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Here's William with the photographs !
<s> William [verb] a book with a rabbit in it them .",William,them-i,a book with a rabbit in it,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5775,DO,1,386,8,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,46,1,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Do you see Alex and the picture ?
<s> Alex [verb] a book with a rabbit in it it .",Alex,it,a book with a rabbit in it,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5775,DO,2,386,8,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,14,2,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Look it's Alex and the apple !
<s> Alex [verb] a book with a rabbit in it it .",Alex,it,a book with a rabbit in it,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5775,DO,3,386,8,15,1,-2.791759469228055,-1.791759469228055,-1.791759469228055,0.05,0,29,3,386,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-6,"Here's Alex with the apple !
<s> Alex [verb] a book with a rabbit in it it .",Alex,it,a book with a rabbit in it,pronoun,inanimate,definite,noun,inanimate,indefinite,-6,given,new
5777,DO,1,387,1,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,11,1,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Do you see Judy and the apple ?
<s> Judy [verb] a box with the blocks it .",Judy,it,a box with the blocks,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5777,DO,2,387,1,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,23,2,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Look it's Judy and the apple !
<s> Judy [verb] a box with the blocks it .",Judy,it,a box with the blocks,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5777,DO,3,387,1,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,14,3,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Here's Judy with the coffee !
<s> Judy [verb] a box with the blocks it .",Judy,it,a box with the blocks,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5779,DO,1,387,2,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,9,1,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Do you see Laura and the crayons ?
<s> Laura [verb] a cup with no lid them .",Laura,them-i,a cup with no lid,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5779,DO,2,387,2,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,57,2,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Look it's Laura and the socks !
<s> Laura [verb] a cup with no lid them .",Laura,them-i,a cup with no lid,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5779,DO,3,387,2,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,70,3,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Here's Laura with the crayons !
<s> Laura [verb] a cup with no lid them .",Laura,them-i,a cup with no lid,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5781,DO,1,387,3,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,12,1,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Do you see Sarah and the candies ?
<s> Sarah [verb] a book with those circles them .",Sarah,them-i,a book with those circles,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5781,DO,2,387,3,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,70,2,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Look it's Sarah and the candies !
<s> Sarah [verb] a book with those circles them .",Sarah,them-i,a book with those circles,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5781,DO,3,387,3,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,16,3,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Here's Sarah with the pictures !
<s> Sarah [verb] a book with those circles them .",Sarah,them-i,a book with those circles,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5783,DO,1,387,4,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,52,1,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Do you see Alex and the candies ?
<s> Alex [verb] a box with the blocks them .",Alex,them-i,a box with the blocks,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5783,DO,2,387,4,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,30,2,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Look it's Alex and the pictures !
<s> Alex [verb] a box with the blocks them .",Alex,them-i,a box with the blocks,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5783,DO,3,387,4,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,19,3,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Here's Alex with the candies !
<s> Alex [verb] a box with the blocks them .",Alex,them-i,a box with the blocks,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5785,DO,1,387,5,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,65,1,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Do you see Michael and the milk ?
<s> Michael [verb] a cookie with chocolate frosting it .",Michael,it,a cookie with chocolate frosting,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5785,DO,2,387,5,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,66,2,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Look it's Michael and the milk !
<s> Michael [verb] a cookie with chocolate frosting it .",Michael,it,a cookie with chocolate frosting,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5785,DO,3,387,5,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,12,3,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Here's Michael with the milk !
<s> Michael [verb] a cookie with chocolate frosting it .",Michael,it,a cookie with chocolate frosting,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5787,DO,1,387,6,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,16,1,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Do you see William and the paper ?
<s> William [verb] a box with the lights it .",William,it,a box with the lights,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5787,DO,2,387,6,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,18,2,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Look it's William and the paper !
<s> William [verb] a box with the lights it .",William,it,a box with the lights,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5787,DO,3,387,6,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,26,3,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Here's William with the apple !
<s> William [verb] a box with the lights it .",William,it,a box with the lights,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5789,DO,1,387,7,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,70,1,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Do you see Jenny and the paper ?
<s> Jenny [verb] a cookie with pink frosting it .",Jenny,it,a cookie with pink frosting,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5789,DO,2,387,7,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,70,2,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Look it's Jenny and the milk !
<s> Jenny [verb] a cookie with pink frosting it .",Jenny,it,a cookie with pink frosting,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5789,DO,3,387,7,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,47,3,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Here's Jenny with the paper !
<s> Jenny [verb] a cookie with pink frosting it .",Jenny,it,a cookie with pink frosting,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5791,DO,1,387,8,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,58,1,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Do you see Mark and the pictures ?
<s> Mark [verb] a cookie with pink frosting them .",Mark,them-i,a cookie with pink frosting,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5791,DO,2,387,8,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,58,2,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Look it's Mark and the pictures !
<s> Mark [verb] a cookie with pink frosting them .",Mark,them-i,a cookie with pink frosting,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5791,DO,3,387,8,15,1,-2.386294361119891,-1.3862943611198908,-1.3862943611198908,0.05,0,54,3,387,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-4,"Here's Mark with the pictures !
<s> Mark [verb] a cookie with pink frosting them .",Mark,them-i,a cookie with pink frosting,pronoun,inanimate,definite,noun,inanimate,indefinite,-4,given,new
5793,DO,1,388,1,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,39,1,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Do you see Judy and the socks ?
<s> Judy [verb] a toy that's in the bag them .",Judy,them-i,a toy that's in the bag,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5793,DO,2,388,1,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,2,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Look it's Judy and the socks !
<s> Judy [verb] a toy that's in the bag them .",Judy,them-i,a toy that's in the bag,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5793,DO,3,388,1,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,10,3,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Here's Judy with the crayons !
<s> Judy [verb] a toy that's in the bag them .",Judy,them-i,a toy that's in the bag,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5795,DO,1,388,2,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,64,1,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Do you see Sarah and the pictures ?
<s> Sarah [verb] a pencil that's on the desk them .",Sarah,them-i,a pencil that's on the desk,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5795,DO,2,388,2,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,2,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Look it's Sarah and the candies !
<s> Sarah [verb] a pencil that's on the desk them .",Sarah,them-i,a pencil that's on the desk,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5795,DO,3,388,2,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,3,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Here's Sarah with the candies !
<s> Sarah [verb] a pencil that's on the desk them .",Sarah,them-i,a pencil that's on the desk,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5797,DO,1,388,3,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,1,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Do you see Michael and the crayons ?
<s> Michael [verb] a pencil that's on the floor them .",Michael,them-i,a pencil that's on the floor,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5797,DO,2,388,3,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,2,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Look it's Michael and the photographs !
<s> Michael [verb] a pencil that's on the floor them .",Michael,them-i,a pencil that's on the floor,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5797,DO,3,388,3,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,57,3,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Here's Michael with the photographs !
<s> Michael [verb] a pencil that's on the floor them .",Michael,them-i,a pencil that's on the floor,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5799,DO,1,388,4,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,1,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Do you see Mark and the paper ?
<s> Mark [verb] a toy that's in the basket it .",Mark,it,a toy that's in the basket,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5799,DO,2,388,4,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,2,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Look it's Mark and the paper !
<s> Mark [verb] a toy that's in the basket it .",Mark,it,a toy that's in the basket,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5799,DO,3,388,4,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,67,3,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Here's Mark with the milk !
<s> Mark [verb] a toy that's in the basket it .",Mark,it,a toy that's in the basket,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5801,DO,1,388,5,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,1,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Do you see Alex and the milk ?
<s> Alex [verb] a cup with a red top it .",Alex,it,a cup with a red top,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5801,DO,2,388,5,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,63,2,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Look it's Alex and the picture !
<s> Alex [verb] a cup with a red top it .",Alex,it,a cup with a red top,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5801,DO,3,388,5,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,7,3,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Here's Alex with the coffee !
<s> Alex [verb] a cup with a red top it .",Alex,it,a cup with a red top,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5803,DO,1,388,6,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,1,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Do you see William and the socks ?
<s> William [verb] a ball that's on on top them .",William,them-i,a ball that's on on top,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5803,DO,2,388,6,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,51,2,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Look it's William and the socks !
<s> William [verb] a ball that's on on top them .",William,them-i,a ball that's on on top,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5803,DO,3,388,6,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,3,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Here's William with the photographs !
<s> William [verb] a ball that's on on top them .",William,them-i,a ball that's on on top,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5805,DO,1,388,7,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,9,1,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Do you see Jenny and the paper ?
<s> Jenny [verb] a toy that's on the floor it .",Jenny,it,a toy that's on the floor,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5805,DO,2,388,7,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,68,2,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Look it's Jenny and the paper !
<s> Jenny [verb] a toy that's on the floor it .",Jenny,it,a toy that's on the floor,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5805,DO,3,388,7,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,63,3,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Here's Jenny with the coffee !
<s> Jenny [verb] a toy that's on the floor it .",Jenny,it,a toy that's on the floor,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5807,DO,1,388,8,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,1,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Do you see Laura and the paper ?
<s> Laura [verb] a ball that's on the floor it .",Laura,it,a ball that's on the floor,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5807,DO,2,388,8,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,54,2,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Look it's Laura and the coffee !
<s> Laura [verb] a ball that's on the floor it .",Laura,it,a ball that's on the floor,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5807,DO,3,388,8,15,1,-2.6094379124341005,-1.6094379124341005,-1.6094379124341005,0.05,0,70,3,388,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-5,"Here's Laura with the paper !
<s> Laura [verb] a ball that's on the floor it .",Laura,it,a ball that's on the floor,pronoun,inanimate,definite,noun,inanimate,indefinite,-5,given,new
5809,DO,1,389,1,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,5,1,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Do you see Mark and the photographs ?
<s> Mark [verb] a cup with water them .",Mark,them-i,a cup with water,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5809,DO,2,389,1,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,3,2,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Look it's Mark and the crayons !
<s> Mark [verb] a cup with water them .",Mark,them-i,a cup with water,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5809,DO,3,389,1,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,70,3,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Here's Mark with the crayons !
<s> Mark [verb] a cup with water them .",Mark,them-i,a cup with water,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5811,DO,1,389,2,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,20,1,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Do you see Sarah and the coffee ?
<s> Sarah [verb] a book with pictures it .",Sarah,it,a book with pictures,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5811,DO,2,389,2,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,19,2,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Look it's Sarah and the coffee !
<s> Sarah [verb] a book with pictures it .",Sarah,it,a book with pictures,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5811,DO,3,389,2,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,40,3,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Here's Sarah with the apple !
<s> Sarah [verb] a book with pictures it .",Sarah,it,a book with pictures,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5813,DO,1,389,3,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,13,1,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Do you see Laura and the apple ?
<s> Laura [verb] a cup with water it .",Laura,it,a cup with water,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5813,DO,2,389,3,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,13,2,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Look it's Laura and the milk !
<s> Laura [verb] a cup with water it .",Laura,it,a cup with water,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5813,DO,3,389,3,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,13,3,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Here's Laura with the coffee !
<s> Laura [verb] a cup with water it .",Laura,it,a cup with water,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5815,DO,1,389,4,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,61,1,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Do you see Alex and the pictures ?
<s> Alex [verb] a book with pictures them .",Alex,them-i,a book with pictures,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5815,DO,2,389,4,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,25,2,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Look it's Alex and the socks !
<s> Alex [verb] a book with pictures them .",Alex,them-i,a book with pictures,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5815,DO,3,389,4,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,17,3,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Here's Alex with the candies !
<s> Alex [verb] a book with pictures them .",Alex,them-i,a book with pictures,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5817,DO,1,389,5,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,70,1,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Do you see Jenny and the photographs ?
<s> Jenny [verb] a cup with water them .",Jenny,them-i,a cup with water,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5817,DO,2,389,5,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,70,2,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Look it's Jenny and the socks !
<s> Jenny [verb] a cup with water them .",Jenny,them-i,a cup with water,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5817,DO,3,389,5,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,5,3,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Here's Jenny with the socks !
<s> Jenny [verb] a cup with water them .",Jenny,them-i,a cup with water,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5819,DO,1,389,6,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,70,1,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Do you see William and the milk ?
<s> William [verb] a book with pictures it .",William,it,a book with pictures,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5819,DO,2,389,6,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,17,2,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Look it's William and the milk !
<s> William [verb] a book with pictures it .",William,it,a book with pictures,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
5819,DO,3,389,6,15,1,-2.09861228866811,-1.09861228866811,-1.09861228866811,0.05,0,42,3,389,agent-1arg,agent-theme,agent-1arg_theme__pidnii_-3,"Here's William with the apple !
<s> William [verb] a book with pictures it .",William,it,a book with pictures,pronoun,inanimate,definite,noun,inanimate,indefinite,-3,given,new
