key,dative,sentence
nisnal,pp,winnie the pooh [verb] the car to the cute cat .
nisnas,do,sarah [verb] the girl the toys .
nisnas,pp,sarah [verb] the toys to the girl .
nisnas,do,mark [verb] the girl the milk .
nisnas,pp,mark [verb] the milk to the girl .
nisnas,do,they [verb] lucy the book .
nisnas,pp,they [verb] the book to lucy .
nisnas,do,he [verb] grandma the car .
nisnas,pp,he [verb] the car to grandma .
nisnas,do,they [verb] cookie monster the milk .
nisnas,pp,they [verb] the milk to cookie monster .
nisnas,do,danny [verb] barney the book .
nisnas,pp,danny [verb] the book to barney .
nisnas,do,sammy [verb] barney the soup .
nisnas,pp,sammy [verb] the soup to barney .
nisnas,do,sammy [verb] nemo the cheerios .
nisnas,pp,sammy [verb] the cheerios to nemo .
nisnas,do,they [verb] cookie monster the book .
nisnas,pp,they [verb] the book to cookie monster .
nisnas,do,jenny [verb] pooh the soup .
nisnas,pp,jenny [verb] the soup to pooh .
nisnas,do,dad [verb] lucy the cake .
nisnas,pp,dad [verb] the cake to lucy .
nisnas,do,he [verb] the girl the cheerios .
nisnas,pp,he [verb] the cheerios to the girl .
nisnas,do,dad [verb] lucy the soup .
nisnas,pp,dad [verb] the soup to lucy .
nisnas,do,sam [verb] daddy the toys .
nisnas,pp,sam [verb] the toys to daddy .
nisnas,do,danny [verb] nemo the book .
nisnas,pp,danny [verb] the book to nemo .
nisnas,do,sammy [verb] grandma the milk .
nisnas,pp,sammy [verb] the milk to grandma .
nisnas,do,dad [verb] grandma the toys .
nisnas,pp,dad [verb] the toys to grandma .
nisnas,do,danny [verb] nemo the soup .
nisnas,pp,danny [verb] the soup to nemo .
nisnas,do,danny [verb] cookie monster the book .
nisnas,pp,danny [verb] the book to cookie monster .
nisnas,do,sarah [verb] lucy the milk .
nisnas,pp,sarah [verb] the milk to lucy .
